Group_name_size,Byte_size,Number of files,Number of pairs in similarity results,NO. of pairs with similarity score equals 1,NO. of pairs with 0.95 <= similarity score < 1,NO. of pairs with 0.9 <= similarity score < .95,NO. of pairs with 0.8 <= similarity score < .9
group_408178_size_123,408178,123,114,0,0,0,0
group_386118_size_5,386118,5,3,0,0,0,0
group_305888_size_4,305888,4,3,0,0,0,0
group_167346_size_235,167346,235,214,0,0,0,0
group_211046_size_2,211046,2,1,0,0,0,0
group_162032_size_2,162032,2,1,0,0,0,0
group_190762_size_2,190762,2,1,0,0,0,0
group_54328_size_3,54328,3,2,0,0,0,0
group_106464_size_2,106464,2,1,0,0,0,0
group_285466_size_2,285466,2,1,0,0,0,0
group_92390_size_2,92390,2,1,0,0,0,0
group_437170_size_56,437170,56,51,0,0,0,0
group_142256_size_3,142256,3,2,0,0,0,0
group_210794_size_2,210794,2,1,0,0,0,0
group_226578_size_1691,226578,1691,1529,0,0,0,0
group_150612_size_4,150612,4,3,0,0,0,0
group_254228_size_5,254228,5,3,0,0,0,0
group_306098_size_309,306098,309,276,0,0,0,0
group_350866_size_251,350866,251,226,0,0,0,0
group_94056_size_7,94056,7,6,0,0,0,0
group_106204_size_2,106204,2,1,0,0,0,0
group_145894_size_3,145894,3,2,0,0,0,0
group_205986_size_4,205986,4,3,0,0,0,0
group_240532_size_2,240532,2,1,0,0,0,0
group_217138_size_317,217138,317,284,0,0,0,0
group_104130_size_2,104130,2,1,0,0,0,0
group_133336_size_3,133336,3,2,0,0,0,0
group_185298_size_303,185298,303,263,0,0,0,0
group_191498_size_3,191498,3,2,0,0,0,0
group_507084_size_2,507084,2,1,0,0,0,0
group_100212_size_3,100212,3,2,0,0,0,0
group_135198_size_1022,135198,1022,914,0,0,0,0
group_324616_size_4,324616,4,3,0,0,0,0
group_365458_size_271,365458,271,249,0,0,0,0
group_152344_size_4,152344,4,2,0,0,0,0
group_211912_size_4,211912,4,3,0,0,0,0
group_46472_size_3,46472,3,2,0,0,0,0
group_174342_size_2,174342,2,1,0,0,0,0
group_501362_size_72,501362,72,65,0,0,0,0
group_50654_size_3,50654,3,2,0,0,0,0
group_104694_size_3,104694,3,2,0,0,0,0
group_311130_size_4,311130,4,3,0,0,0,0
group_246650_size_3,246650,3,2,0,0,0,0
group_178996_size_5,178996,5,4,0,0,0,0
group_392526_size_4,392526,4,3,0,0,0,0
group_159082_size_3,159082,3,2,0,0,0,0
group_180138_size_2,180138,2,1,0,0,0,0
group_163546_size_39,163546,39,33,0,0,0,0
group_148878_size_2,148878,2,1,0,0,0,0
group_136768_size_2,136768,2,1,0,0,0,0
group_141938_size_221,141938,221,195,0,0,0,0
group_219912_size_10,219912,10,7,0,0,0,0
group_234906_size_2,234906,2,1,0,0,0,0
group_249714_size_489,249714,489,437,0,0,0,0
group_231078_size_2,231078,2,1,0,0,0,0
group_79406_size_3,79406,3,2,0,0,0,0
group_45988_size_2,45988,2,1,0,0,0,0
group_67304_size_2,67304,2,1,0,0,0,0
group_199378_size_358,199378,358,312,0,0,0,0
group_66574_size_9,66574,9,8,0,0,0,0
group_106768_size_2,106768,2,1,0,0,0,0
group_182226_size_379,182226,379,333,0,0,0,0
group_319728_size_2,319728,2,1,0,0,0,0
group_154822_size_302,154822,302,261,0,0,0,0
group_121694_size_3,121694,3,2,0,0,0,0
group_96866_size_3,96866,3,2,0,0,0,0
group_115858_size_168,115858,168,148,0,0,0,0
group_59718_size_2,59718,2,1,0,0,0,0
group_84840_size_6,84840,6,5,0,0,0,0
group_265912_size_2,265912,2,1,0,0,0,0
group_386418_size_143,386418,143,126,0,0,0,0
group_130128_size_2,130128,2,1,0,0,0,0
group_299796_size_3,299796,3,2,0,0,0,0
group_334718_size_3,334718,3,2,0,0,0,0
group_51454_size_341,51454,341,287,0,0,0,0
group_77724_size_2,77724,2,1,0,0,0,0
group_448658_size_72,448658,72,63,0,0,0,0
group_218432_size_4,218432,4,3,0,0,0,0
group_299666_size_388,299666,388,347,0,0,0,0
group_160488_size_2,160488,2,1,0,0,0,0
group_62718_size_4,62718,4,3,0,0,0,0
group_243750_size_5,243750,5,3,0,0,0,0
group_227646_size_3,227646,3,2,0,0,0,0
group_177454_size_4,177454,4,3,0,0,0,0
group_201248_size_2,201248,2,1,0,0,0,0
group_93964_size_2,93964,2,1,0,0,0,0
group_71516_size_322,71516,322,276,0,0,0,0
group_231306_size_6,231306,6,4,0,0,0,0
group_185646_size_4,185646,4,3,0,0,0,0
group_292816_size_2,292816,2,1,0,0,0,0
group_80378_size_2,80378,2,1,0,0,0,0
group_480146_size_7,480146,7,6,0,0,0,0
group_84066_size_91,84066,91,78,0,0,0,0
group_201570_size_2,201570,2,1,0,0,0,0
group_90906_size_2,90906,2,1,0,0,0,0
group_311760_size_2,311760,2,1,0,0,0,0
group_54338_size_2,54338,2,1,0,0,0,0
group_197618_size_306,197618,306,276,0,0,0,0
group_96722_size_92,96722,92,80,0,0,0,0
group_421042_size_102,421042,102,91,0,0,0,0
group_169884_size_4,169884,4,3,0,0,0,0
group_237456_size_3,237456,3,2,0,0,0,0
group_110272_size_3,110272,3,2,0,0,0,0
group_56578_size_3,56578,3,2,0,0,0,0
group_285008_size_2,285008,2,1,0,0,0,0
group_181540_size_3,181540,3,2,0,0,0,0
group_85132_size_6,85132,6,4,0,0,0,0
group_136010_size_7,136010,7,5,0,0,0,0
group_212434_size_531,212434,531,469,0,0,0,0
group_144188_size_3,144188,3,2,0,0,0,0
group_61226_size_3,61226,3,2,0,0,0,0
group_186462_size_3,186462,3,2,0,0,0,0
group_444056_size_2,444056,2,1,0,0,0,0
group_294378_size_2,294378,2,1,0,0,0,0
group_68572_size_3,68572,3,2,0,0,0,0
group_249584_size_2,249584,2,1,0,0,0,0
group_306094_size_2,306094,2,1,0,0,0,0
group_153222_size_2,153222,2,1,0,0,0,0
group_99982_size_2,99982,2,1,0,0,0,0
group_139368_size_4,139368,4,3,0,0,0,0
group_314488_size_174,314488,174,155,0,0,0,0
group_356114_size_209,356114,209,190,0,0,0,0
group_521490_size_82,521490,82,74,0,0,0,0
group_127608_size_3,127608,3,2,0,0,0,0
group_189046_size_3,189046,3,2,0,0,0,0
group_57960_size_2126,57960,2126,1800,1,0,0,0
group_230582_size_3,230582,3,2,0,0,0,0
group_50294_size_2,50294,2,1,0,0,0,0
group_176178_size_272,176178,272,239,0,0,0,0
group_214330_size_2,214330,2,1,0,0,0,0
group_233566_size_26,233566,26,21,0,0,0,0
group_83216_size_2,83216,2,1,0,0,0,0
group_121426_size_122,121426,122,105,0,0,0,0
group_149074_size_393,149074,393,343,0,0,0,0
group_474738_size_20,474738,20,18,0,0,0,0
group_81312_size_3,81312,3,2,0,0,0,0
group_113170_size_84,113170,84,72,0,0,0,0
group_167856_size_2,167856,2,1,0,0,0,0
group_68042_size_5,68042,5,4,0,0,0,0
group_255522_size_7,255522,7,5,0,0,0,0
group_178692_size_2,178692,2,1,0,0,0,0
group_347570_size_198,347570,198,176,0,0,0,0
group_335538_size_317,335538,317,286,0,0,0,0
group_79778_size_2,79778,2,1,0,0,0,0
group_134834_size_114,134834,114,99,0,0,0,0
group_169630_size_2,169630,2,1,0,0,0,0
group_294002_size_351,294002,351,310,0,0,0,0
group_283832_size_66,283832,66,58,0,0,0,0
group_385554_size_143,385554,143,125,0,0,0,0
group_61698_size_4,61698,4,2,0,0,0,0
group_180050_size_633,180050,633,563,0,0,0,0
group_297028_size_252,297028,252,226,0,0,0,0
group_51412_size_4,51412,4,3,0,0,0,0
group_76612_size_2,76612,2,1,0,0,0,0
group_71666_size_32,71666,32,25,0,0,0,0
group_371282_size_218,371282,218,199,0,0,0,0
group_61290_size_2,61290,2,1,0,0,0,0
group_183668_size_2,183668,2,1,0,0,0,0
group_140322_size_4,140322,4,3,0,0,0,0
group_205502_size_4,205502,4,3,0,0,0,0
group_178854_size_2,178854,2,1,0,0,0,0
group_231654_size_3,231654,3,2,0,0,0,0
group_149506_size_2,149506,2,1,0,0,0,0
group_76536_size_2,76536,2,1,0,0,0,0
group_547580_size_4,547580,4,3,0,0,0,0
group_221718_size_2,221718,2,1,0,0,0,0
group_244832_size_125,244832,125,110,0,0,0,0
group_175188_size_3,175188,3,2,0,0,0,0
group_171528_size_6,171528,6,5,0,0,0,0
group_296786_size_318,296786,318,291,0,0,0,0
group_164362_size_2,164362,2,1,0,0,0,0
group_194272_size_2,194272,2,1,0,0,0,0
group_59700_size_3,59700,3,2,0,0,0,0
group_119868_size_4,119868,4,2,0,0,0,0
group_80398_size_2,80398,2,1,0,0,0,0
group_101672_size_2,101672,2,1,0,0,0,0
group_402642_size_119,402642,119,101,0,0,0,0
group_216616_size_2,216616,2,1,0,0,0,0
group_244558_size_2,244558,2,1,0,0,0,0
group_34660_size_2,34660,2,1,0,0,0,0
group_257350_size_2,257350,2,1,0,0,0,0
group_231122_size_314,231122,314,280,0,0,0,0
group_129026_size_4,129026,4,3,0,0,0,0
group_132048_size_4,132048,4,3,0,0,0,0
group_340364_size_3,340364,3,2,0,0,0,0
group_63092_size_2,63092,2,1,0,0,0,0
group_35774_size_7,35774,7,5,0,0,0,0
group_91156_size_3,91156,3,2,0,0,0,0
group_231276_size_2,231276,2,1,0,0,0,0
group_158728_size_2,158728,2,1,0,0,0,0
group_339404_size_2,339404,2,1,0,0,0,0
group_141082_size_3,141082,3,2,0,0,0,0
group_492094_size_8,492094,8,6,0,0,0,0
group_250776_size_2,250776,2,1,0,0,0,0
group_104356_size_32,104356,32,28,0,0,0,0
group_177466_size_2,177466,2,1,0,0,0,0
group_182562_size_4,182562,4,3,0,0,0,0
group_189724_size_216,189724,216,187,0,0,0,0
group_55242_size_3,55242,3,2,0,0,0,0
group_410226_size_129,410226,129,115,0,0,0,0
group_100372_size_2,100372,2,1,0,0,0,0
group_152320_size_4,152320,4,3,0,0,0,0
group_226698_size_2,226698,2,1,0,0,0,0
group_268208_size_2,268208,2,1,0,0,0,0
group_276744_size_64,276744,64,57,0,0,0,0
group_63088_size_2,63088,2,1,0,0,0,0
group_54022_size_2,54022,2,1,0,0,0,0
group_191256_size_3,191256,3,2,0,0,0,0
group_279078_size_3,279078,3,2,0,0,0,0
group_314438_size_2,314438,2,1,0,0,0,0
group_93404_size_4,93404,4,3,0,0,0,0
group_101186_size_3,101186,3,2,0,0,0,0
group_205892_size_2,205892,2,1,0,0,0,0
group_81940_size_3,81940,3,2,0,0,0,0
group_230644_size_2,230644,2,1,0,0,0,0
group_332402_size_224,332402,224,204,0,0,0,0
group_214014_size_157,214014,157,144,0,0,0,0
group_40084_size_4,40084,4,2,0,0,0,0
group_293106_size_399,293106,399,357,0,0,0,0
group_415122_size_98,415122,98,83,0,0,0,0
group_127632_size_3,127632,3,2,0,0,0,0
group_88240_size_5,88240,5,4,0,0,0,0
group_173906_size_263,173906,263,230,0,0,0,0
group_457490_size_44,457490,44,38,0,0,0,0
group_134942_size_2,134942,2,1,0,0,0,0
group_116786_size_380,116786,380,336,0,0,0,0
group_199062_size_2,199062,2,1,0,0,0,0
group_39816_size_3,39816,3,2,0,0,0,0
group_269646_size_3,269646,3,2,0,0,0,0
group_139512_size_2,139512,2,1,0,0,0,0
group_86030_size_2,86030,2,1,0,0,0,0
group_49410_size_2,49410,2,1,0,0,0,0
group_137204_size_2,137204,2,1,0,0,0,0
group_92804_size_6,92804,6,5,1,0,0,0
group_240770_size_2,240770,2,1,0,0,0,0
group_94228_size_2,94228,2,1,0,0,0,0
group_353532_size_2,353532,2,1,0,0,0,0
group_479704_size_2,479704,2,1,0,0,0,0
group_337362_size_268,337362,268,248,0,0,0,0
group_367208_size_318,367208,318,281,0,0,0,0
group_125884_size_1566,125884,1566,1387,0,0,0,0
group_47296_size_2,47296,2,1,0,0,0,0
group_473500_size_55,473500,55,46,0,0,0,0
group_434918_size_3,434918,3,2,0,0,0,0
group_147312_size_3,147312,3,2,0,0,0,0
group_127090_size_139,127090,139,118,0,0,0,0
group_83406_size_5,83406,5,4,0,0,0,0
group_218512_size_2,218512,2,1,0,0,0,0
group_59904_size_4,59904,4,3,0,0,0,0
group_247154_size_345,247154,345,313,0,0,0,0
group_171326_size_2,171326,2,1,0,0,0,0
group_304884_size_3,304884,3,2,0,0,0,0
group_189998_size_2,189998,2,1,0,0,0,0
group_125022_size_3,125022,3,2,0,0,0,0
group_229394_size_311,229394,311,275,0,0,0,0
group_321194_size_2,321194,2,1,0,0,0,0
group_160154_size_2,160154,2,1,0,0,0,0
group_42682_size_440,42682,440,363,0,0,0,0
group_71572_size_2,71572,2,1,0,0,0,0
group_153808_size_2,153808,2,1,0,0,0,0
group_410342_size_132,410342,132,118,0,0,0,0
group_154592_size_2,154592,2,1,0,0,0,0
group_36832_size_361,36832,361,308,1,0,0,0
group_214930_size_425,214930,425,386,0,0,0,0
group_84382_size_2,84382,2,1,0,0,0,0
group_304690_size_296,304690,296,267,0,0,0,0
group_159484_size_2,159484,2,1,0,0,0,0
group_461842_size_50,461842,50,43,0,0,0,0
group_426242_size_4,426242,4,3,0,0,0,0
group_41036_size_2,41036,2,1,0,0,0,0
group_138752_size_3,138752,3,2,0,0,0,0
group_108666_size_339,108666,339,295,1,0,0,0
group_91842_size_3,91842,3,2,0,0,0,0
group_295346_size_300,295346,300,270,0,0,0,0
group_50538_size_3,50538,3,2,0,0,0,0
group_176468_size_2,176468,2,1,0,0,0,0
group_130454_size_2,130454,2,1,0,0,0,0
group_216230_size_44,216230,44,40,0,0,0,0
group_564840_size_45,564840,45,41,0,0,0,0
group_277924_size_48,277924,48,42,0,0,0,0
group_57644_size_2,57644,2,1,0,0,0,0
group_549288_size_49,549288,49,44,0,0,0,0
group_95586_size_2,95586,2,1,0,0,0,0
group_94208_size_2,94208,2,1,0,0,0,0
group_294520_size_4,294520,4,3,0,0,0,0
group_52722_size_71,52722,71,60,0,0,0,0
group_299650_size_3,299650,3,2,0,0,0,0
group_70720_size_3,70720,3,2,0,0,0,0
group_157508_size_2,157508,2,1,0,0,0,0
group_78852_size_4,78852,4,3,0,0,0,0
group_180272_size_2,180272,2,1,0,0,0,0
group_88778_size_2,88778,2,1,0,0,0,0
group_69174_size_3,69174,3,2,0,0,0,0
group_193806_size_2,193806,2,1,0,0,0,0
group_435696_size_2,435696,2,1,0,0,0,0
group_257694_size_2,257694,2,1,0,0,0,0
group_118418_size_193,118418,193,169,0,0,0,0
group_298864_size_2,298864,2,1,0,0,0,0
group_122930_size_120,122930,120,101,0,0,0,0
group_121432_size_2,121432,2,1,0,0,0,0
group_37796_size_2,37796,2,1,0,0,0,0
group_73294_size_2,73294,2,1,0,0,0,0
group_124324_size_2,124324,2,1,0,0,0,0
group_94624_size_5,94624,5,4,0,0,0,0
group_93638_size_2,93638,2,1,0,0,0,0
group_276498_size_636,276498,636,583,0,0,0,0
group_124290_size_4,124290,4,3,0,0,0,0
group_369362_size_171,369362,171,153,0,0,0,0
group_68878_size_4,68878,4,3,0,0,0,0
group_58084_size_4,58084,4,3,0,0,0,0
group_272350_size_2,272350,2,1,0,0,0,0
group_129394_size_134,129394,134,115,0,0,0,0
group_208242_size_312,208242,312,277,0,0,0,0
group_97778_size_101,97778,101,90,0,0,0,0
group_157252_size_2,157252,2,1,0,0,0,0
group_271186_size_350,271186,350,307,0,0,0,0
group_196066_size_2,196066,2,1,0,0,0,0
group_155868_size_5,155868,5,4,0,0,0,0
group_74562_size_3,74562,3,2,0,0,0,0
group_124706_size_2,124706,2,1,0,0,0,0
group_422504_size_171,422504,171,161,0,0,0,0
group_266856_size_743,266856,743,670,1,0,0,0
group_598606_size_2,598606,2,1,0,0,0,0
group_638526_size_2,638526,2,1,0,0,0,0
group_263516_size_2,263516,2,1,0,0,0,0
group_73508_size_2,73508,2,1,0,0,0,0
group_458450_size_35,458450,35,31,0,0,0,0
group_252304_size_5,252304,5,3,0,0,0,0
group_106730_size_2,106730,2,1,0,0,0,0
group_41170_size_216,41170,216,186,0,0,0,0
group_124614_size_2,124614,2,1,0,0,0,0
group_158262_size_2,158262,2,1,0,0,0,0
group_376338_size_238,376338,238,217,0,0,0,0
group_68786_size_245,68786,245,217,0,0,0,0
group_221116_size_1044,221116,1044,945,0,0,0,0
group_92894_size_2,92894,2,1,0,0,0,0
group_473586_size_35,473586,35,30,0,0,0,0
group_442226_size_96,442226,96,86,0,0,0,0
group_249250_size_4,249250,4,3,0,0,0,0
group_149766_size_4,149766,4,3,0,0,0,0
group_255342_size_5,255342,5,4,0,0,0,0
group_449394_size_69,449394,69,62,0,0,0,0
group_44732_size_4,44732,4,3,0,0,0,0
group_184344_size_2,184344,2,1,0,0,0,0
group_63326_size_3,63326,3,2,0,0,0,0
group_100034_size_2,100034,2,1,0,0,0,0
group_38378_size_2,38378,2,1,0,0,0,0
group_199824_size_2,199824,2,1,0,0,0,0
group_74088_size_4,74088,4,3,0,0,0,0
group_599074_size_38,599074,38,35,0,0,0,0
group_521798_size_56,521798,56,52,0,0,0,0
group_243064_size_5,243064,5,4,0,0,0,0
group_236276_size_2,236276,2,1,0,0,0,0
group_99526_size_6,99526,6,4,0,0,0,0
group_416936_size_7,416936,7,6,0,0,0,0
group_204780_size_4,204780,4,3,0,0,0,0
group_72734_size_4,72734,4,3,0,0,0,0
group_178954_size_2,178954,2,1,0,0,0,0
group_422162_size_228,422162,228,206,0,0,0,0
group_118644_size_2,118644,2,1,0,0,0,0
group_243578_size_2,243578,2,1,0,0,0,0
group_433022_size_3,433022,3,2,0,0,0,0
group_194826_size_2,194826,2,1,0,0,0,0
group_124186_size_3,124186,3,2,0,0,0,0
group_90418_size_243,90418,243,213,0,0,0,0
group_384082_size_164,384082,164,145,0,0,0,0
group_183282_size_597,183282,597,535,0,0,0,0
group_243952_size_4,243952,4,3,0,0,0,0
group_261568_size_2,261568,2,1,0,0,0,0
group_155612_size_2,155612,2,1,0,0,0,0
group_180028_size_2,180028,2,1,0,0,0,0
group_53664_size_2,53664,2,1,0,0,0,0
group_35634_size_10,35634,10,9,0,0,0,0
group_279228_size_2,279228,2,1,0,0,0,0
group_77116_size_3,77116,3,2,0,0,0,0
group_289980_size_2,289980,2,1,0,0,0,0
group_138528_size_3,138528,3,2,0,0,0,0
group_281426_size_367,281426,367,327,0,0,0,0
group_214406_size_2,214406,2,1,0,0,0,0
group_97230_size_4,97230,4,3,0,0,0,0
group_53108_size_2,53108,2,1,0,0,0,0
group_268146_size_378,268146,378,342,0,0,0,0
group_151664_size_671,151664,671,595,0,0,0,0
group_210500_size_5,210500,5,4,0,0,0,0
group_57938_size_34,57938,34,28,0,0,0,0
group_275800_size_23,275800,23,20,0,0,0,0
group_387528_size_2,387528,2,1,0,0,0,0
group_102802_size_233,102802,233,205,0,0,0,0
group_121818_size_5,121818,5,4,0,0,0,0
group_190104_size_4,190104,4,2,0,0,0,0
group_186964_size_5,186964,5,4,0,0,0,0
group_393622_size_177,393622,177,159,0,0,0,0
group_296082_size_348,296082,348,307,0,0,0,0
group_41380_size_46,41380,46,38,1,0,0,0
group_172262_size_3,172262,3,2,0,0,0,0
group_390994_size_160,390994,160,138,0,0,0,0
group_408978_size_241,408978,241,225,0,0,0,0
group_215772_size_3,215772,3,2,0,0,0,0
group_378388_size_2,378388,2,1,0,0,0,0
group_351064_size_3,351064,3,2,0,0,0,0
group_298458_size_3,298458,3,2,0,0,0,0
group_481932_size_2,481932,2,1,0,0,0,0
group_204188_size_2,204188,2,1,0,0,0,0
group_127614_size_1163,127614,1163,1032,0,0,0,0
group_189272_size_2,189272,2,1,0,0,0,0
group_263784_size_614,263784,614,556,0,0,0,0
group_228754_size_308,228754,308,275,0,0,0,0
group_156732_size_3,156732,3,2,0,0,0,0
group_249102_size_183,249102,183,164,0,0,0,0
group_88002_size_3,88002,3,2,0,0,0,0
group_73854_size_3,73854,3,2,0,0,0,0
group_86266_size_3,86266,3,2,0,0,0,0
group_192402_size_373,192402,373,327,0,0,0,0
group_113970_size_441,113970,441,397,0,0,0,0
group_59526_size_2,59526,2,1,0,0,0,0
group_108364_size_359,108364,359,319,0,0,0,0
group_236414_size_2,236414,2,1,0,0,0,0
group_235476_size_38,235476,38,31,0,0,0,0
group_146376_size_5,146376,5,3,0,0,0,0
group_463766_size_2,463766,2,1,0,0,0,0
group_128766_size_4,128766,4,3,0,0,0,0
group_256716_size_2,256716,2,1,0,0,0,0
group_193728_size_3,193728,3,2,0,0,0,0
group_367282_size_212,367282,212,189,1,0,0,0
group_61214_size_2,61214,2,1,0,0,0,0
group_226068_size_198,226068,198,176,0,0,0,0
group_278758_size_2,278758,2,1,0,0,0,0
group_106806_size_2,106806,2,1,0,0,0,0
group_264358_size_3,264358,3,2,0,0,0,0
group_90232_size_3,90232,3,2,0,0,0,0
group_263024_size_5,263024,5,3,0,0,0,0
group_186758_size_3,186758,3,2,0,0,0,0
group_284616_size_2,284616,2,1,0,0,0,0
group_197886_size_2,197886,2,1,0,0,0,0
group_115354_size_288,115354,288,246,0,0,0,0
group_414686_size_2,414686,2,1,0,0,0,0
group_116306_size_298,116306,298,260,0,0,0,0
group_266600_size_2,266600,2,1,0,0,0,0
group_314004_size_4,314004,4,3,0,0,0,0
group_286644_size_4,286644,4,2,0,0,0,0
group_136772_size_6,136772,6,5,0,0,0,0
group_45236_size_2,45236,2,1,0,0,0,0
group_175020_size_4,175020,4,3,0,0,0,0
group_268106_size_2,268106,2,1,0,0,0,0
group_69772_size_3,69772,3,2,0,0,0,0
group_167090_size_472,167090,472,417,0,0,0,0
group_365490_size_188,365490,188,170,0,0,0,0
group_450674_size_64,450674,64,59,0,0,0,0
group_484284_size_83,484284,83,69,0,0,0,0
group_63654_size_3,63654,3,2,0,0,0,0
group_72964_size_2,72964,2,1,0,0,0,0
group_153906_size_162,153906,162,142,0,0,0,0
group_491832_size_2,491832,2,1,0,0,0,0
group_152896_size_5,152896,5,3,0,0,0,0
group_226884_size_4,226884,4,3,0,0,0,0
group_521890_size_4,521890,4,3,0,0,0,0
group_198500_size_3,198500,3,2,0,0,0,0
group_273652_size_2,273652,2,1,0,0,0,0
group_156204_size_3,156204,3,2,0,0,0,0
group_209138_size_299,209138,299,271,0,0,0,0
group_28530_size_3,28530,3,2,0,0,0,0
group_92938_size_6,92938,6,5,0,0,0,0
group_154498_size_3,154498,3,2,0,0,0,0
group_258480_size_25,258480,25,21,0,0,0,0
group_40734_size_5,40734,5,4,0,0,0,0
group_118502_size_2,118502,2,1,0,0,0,0
group_252854_size_3,252854,3,2,0,0,0,0
group_78456_size_2,78456,2,1,0,0,0,0
group_211422_size_21,211422,21,16,0,0,0,0
group_325430_size_3,325430,3,2,0,0,0,0
group_43154_size_13,43154,13,10,0,0,0,0
group_112892_size_2,112892,2,1,0,0,0,0
group_131576_size_2,131576,2,1,0,0,0,0
group_208772_size_3,208772,3,2,0,0,0,0
group_60686_size_3,60686,3,2,0,0,0,0
group_435922_size_72,435922,72,64,0,0,0,0
group_269778_size_400,269778,400,363,0,0,0,0
group_140018_size_156,140018,156,136,0,0,0,0
group_86516_size_2,86516,2,1,0,0,0,0
group_342342_size_3,342342,3,2,0,0,0,0
group_328662_size_3,328662,3,2,0,0,0,0
group_114738_size_174,114738,174,150,0,0,0,0
group_484530_size_2,484530,2,1,0,0,0,0
group_290432_size_4,290432,4,3,0,0,0,0
group_80498_size_47,80498,47,44,0,0,0,0
group_135240_size_2,135240,2,1,0,0,0,0
group_171704_size_2,171704,2,1,0,0,0,0
group_235314_size_335,235314,335,312,0,0,0,0
group_387442_size_143,387442,143,128,0,0,0,0
group_244436_size_95,244436,95,84,0,0,0,0
group_448402_size_135,448402,135,124,0,0,0,0
group_333586_size_324,333586,324,291,0,0,0,0
group_322482_size_284,322482,284,259,0,0,0,0
group_438066_size_58,438066,58,46,0,0,0,0
group_238374_size_2,238374,2,1,0,0,0,0
group_113566_size_2,113566,2,1,0,0,0,0
group_87018_size_4,87018,4,3,0,0,0,0
group_77710_size_3,77710,3,2,0,0,0,0
group_148380_size_3,148380,3,2,0,0,0,0
group_76018_size_62,76018,62,52,0,0,0,0
group_164982_size_3,164982,3,2,0,0,0,0
group_90836_size_3,90836,3,2,0,0,0,0
group_386664_size_164,386664,164,145,0,0,0,0
group_149912_size_3,149912,3,2,0,0,0,0
group_94884_size_4,94884,4,3,0,0,0,0
group_370476_size_2,370476,2,1,0,0,0,0
group_70394_size_19,70394,19,15,0,0,0,0
group_95428_size_2,95428,2,1,0,0,0,0
group_87824_size_3,87824,3,2,0,0,0,0
group_94804_size_3,94804,3,2,0,0,0,0
group_150326_size_4,150326,4,3,0,0,0,0
group_58746_size_3,58746,3,2,0,0,0,0
group_545574_size_53,545574,53,45,0,0,0,0
group_491814_size_2,491814,2,1,0,0,0,0
group_88722_size_47,88722,47,43,0,0,0,0
group_457074_size_104,457074,104,92,0,0,0,0
group_93188_size_2,93188,2,1,0,0,0,0
group_424914_size_79,424914,79,67,0,0,0,0
group_136968_size_2,136968,2,1,0,0,0,0
group_493468_size_3,493468,3,2,0,0,0,0
group_226012_size_6,226012,6,5,0,0,0,0
group_79012_size_2,79012,2,1,0,0,0,0
group_458062_size_2,458062,2,1,0,0,0,0
group_169470_size_2,169470,2,1,0,0,0,0
group_128320_size_2,128320,2,1,0,0,0,0
group_229010_size_354,229010,354,314,0,0,0,0
group_243112_size_2,243112,2,1,0,0,0,0
group_40334_size_2,40334,2,1,0,0,0,0
group_149374_size_3,149374,3,2,0,0,0,0
group_81716_size_297,81716,297,266,0,0,0,0
group_106920_size_4,106920,4,3,0,0,0,0
group_512062_size_2,512062,2,1,0,0,0,0
group_309306_size_2,309306,2,1,0,0,0,0
group_179470_size_4,179470,4,3,0,0,0,0
group_343784_size_2,343784,2,1,0,0,0,0
group_123362_size_2,123362,2,1,0,0,0,0
group_91970_size_3,91970,3,2,0,0,0,0
group_399602_size_134,399602,134,126,0,0,0,0
group_225928_size_2,225928,2,1,0,0,0,0
group_45434_size_6,45434,6,5,0,0,0,0
group_367506_size_232,367506,232,205,0,0,0,0
group_324200_size_423,324200,423,370,0,0,0,1
group_88992_size_3,88992,3,2,0,0,0,0
group_341948_size_383,341948,383,337,0,0,1,0
group_40308_size_241,40308,241,199,1,0,0,0
group_360914_size_271,360914,271,236,0,0,0,0
